"Subject" "Activity" "V1" "TimeBodyAccMeanX" "TimeBodyAccMeanY" "TimeBodyAccMeanZ" "TimeBodyAccStdX" "TimeBodyAccStdY" "TimeBodyAccStdZ" "TimeGravityAccMeanX" "TimeGravityAccMeanY" "TimeGravityAccMeanZ" "TimeGravityAccStdX" "TimeGravityAccStdY" "TimeGravityAccStdZ" "TimeBodyAccJerkMeanX" "TimeBodyAccJerkMeanY" "TimeBodyAccJerkMeanZ" "TimeBodyAccJerkStdX" "TimeBodyAccJerkStdY" "TimeBodyAccJerkStdZ" "TimeBodyGyroMeanX" "TimeBodyGyroMeanY" "TimeBodyGyroMeanZ" "TimeBodyGyroStdX" "TimeBodyGyroStdY" "TimeBodyGyroStdZ" "TimeBodyGyroJerkMeanX" "TimeBodyGyroJerkMeanY" "TimeBodyGyroJerkMeanZ" "TimeBodyGyroJerkStdX" "TimeBodyGyroJerkStdY" "TimeBodyGyroJerkStdZ" "TimeBodyAccMagMean" "TimeBodyAccMagStd" "TimeGravityAccMagMean" "TimeGravityAccMagStd" "TimeBodyAccJerkMagMean" "TimeBodyAccJerkMagStd" "TimeBodyGyroMagMean" "TimeBodyGyroMagStd" "TimeBodyGyroJerkMagMean" "TimeBodyGyroJerkMagStd" "FrequencyBodyAccMeanX" "FrequencyBodyAccMeanY" "FrequencyBodyAccMeanZ" "FrequencyBodyAccStdX" "FrequencyBodyAccStdY" "FrequencyBodyAccStdZ" "FrequencyBodyAccJerkMeanX" "FrequencyBodyAccJerkMeanY" "FrequencyBodyAccJerkMeanZ" "FrequencyBodyAccJerkStdX" "FrequencyBodyAccJerkStdY" "FrequencyBodyAccJerkStdZ" "FrequencyBodyGyroMeanX" "FrequencyBodyGyroMeanY" "FrequencyBodyGyroMeanZ" "FrequencyBodyGyroStdX" "FrequencyBodyGyroStdY" "FrequencyBodyGyroStdZ" "FrequencyBodyAccMagMean" "FrequencyBodyAccMagStd" "FrequencyBodyAccJerkMagMean" "FrequencyBodyAccJerkMagStd" "FrequencyBodyGyroMagMean" "FrequencyBodyGyroMagStd" "FrequencyBodyGyroJerkMagMean" "FrequencyBodyGyroJerkMagStd"
"11" 10 "LAYING" 6 0.269417555141919 -0.0158727863055051 -0.105087758055556 -0.719267338217172 -0.615325958844949 -0.712063873434343 0.626337287979798 0.0959285560959596 0.231251347805556 -0.964674871919192 -0.961770666111111 -0.946367252222222 0.0876578033488889 0.00641365078237374 -0.0082525035409798 -0.792729420555556 -0.745564094191919 -0.854903142222222 -0.00218340214747475 -0.0921842226175758 0.0963849751838384 -0.735721078843434 -0.769164976515151 -0.764838729191919 -0.105691355579798 -0.0402498327165152 -0.0560506661825152 -0.785053524646465 -0.896364164646465 -0.835725299545455 -0.664360477969697 -0.709742192631313 -0.664360477969697 -0.709742192631313 -0.786935206868687 -0.782160976868687 -0.673482903090404 -0.726681594897475 -0.853514145353535 -0.871225711767677 -0.746756886767677 -0.654904717656566 -0.776806811010101 -0.709850337127273 -0.620167296500505 -0.703356109459596 -0.799077926717172 -0.761754181464646 -0.84493798030303 -0.805094968585859 -0.745181676494949 -0.863596002878788 -0.711662608419192 -0.821893211464646 -0.760449478787879 -0.745496793530303 -0.744889908686869 -0.788173751111111 -0.72234464750505 -0.748338380909091 -0.778577972575758 -0.788555857222222 -0.778995199141414 -0.741224137888889 -0.874075192626263 -0.876855048838384
"12" 10 "STANDING" 5 0.262736703320833 -0.0157726676208333 -0.104073284697917 -0.849647439375 -0.647687586208333 -0.7082205071875 0.397105195104167 0.2326238555 0.242061859572188 -0.937188534895833 -0.867070271395833 -0.80445435603125 0.0821433197291667 0.0115695189883333 -0.0162058131833333 -0.869321826458333 -0.793698279270833 -0.889329656770833 -0.0113760867135417 -0.0750455391354167 0.10200121028125 -0.783145845416667 -0.8454447490625 -0.848204306666667 -0.103062414552083 -0.041767284453125 -0.0556545464919792 -0.840955803645833 -0.925166011354167 -0.890666662604167 -0.6574945433125 -0.736057855625 -0.6574945433125 -0.736057855625 -0.8475962784375 -0.843144795520833 -0.745359726458333 -0.788249014166667 -0.892795894166667 -0.913456188854167 -0.8570660503125 -0.703384040833333 -0.780842756979167 -0.847285666041667 -0.644101653957292 -0.695333766134375 -0.875641608645833 -0.809752131875 -0.8816563184375 -0.874496598958333 -0.7902760771875 -0.895772713958333 -0.783917486770833 -0.873870829479167 -0.847727567291667 -0.7860093090625 -0.831753816354167 -0.862524307395833 -0.7835129215625 -0.756619572364583 -0.8489823953125 -0.836513227291667 -0.831805880729167 -0.797995723229167 -0.917834646666667 -0.913914105729167
"13" 11 "WALKING_UPSTAIRS" 2 0.276005002563291 -0.017585032585594 -0.107116447591772 -0.649339703924051 -0.576795688471519 -0.662065264050633 0.686894182278481 -0.0148555969746835 0.0846800249810127 -0.977928147341772 -0.967807126772152 -0.957131199683544 0.0776782943079114 0.0134997394815506 0.000595423043902532 -0.695723880316456 -0.696041578892405 -0.825455692436709 -0.0387737215738924 -0.067289404822943 0.0917925167278481 -0.779150579376582 -0.74598287636076 -0.711404392816456 -0.0939373679991139 -0.04512823735 -0.0572803152205063 -0.820933450221519 -0.867309617563291 -0.816017061329114 -0.610453469525316 -0.646522572870253 -0.610453469525316 -0.646522572870253 -0.718416928987342 -0.708350740303798 -0.676497291993671 -0.746358870721519 -0.839827080316456 -0.872832489208861 -0.672157245158228 -0.618103731075949 -0.72826295414557 -0.641438894841772 -0.583497269471519 -0.65516783239557 -0.713434368006329 -0.708896042658228 -0.809341050348101 -0.704664734873418 -0.702920562310127 -0.840268331202532 -0.759528067525316 -0.790324510506329 -0.722695288322785 -0.787962292610759 -0.725930851582278 -0.735107123955696 -0.65505768231962 -0.69736704636076 -0.70518916268038 -0.71402120221519 -0.791482092563291 -0.762633337778481 -0.868258133607595 -0.888622463389241
"14" 12 "LAYING" 6 0.2777136460625 -0.0177595168713719 -0.109648265900625 -0.57503071980625 -0.541343444515312 -0.67592798584375 0.72491286259375 0.04290864396875 0.184872897630418 -0.97283885771875 -0.958795848946875 -0.95383637778125 0.080831466808125 0.0067614348089375 -0.0076398566861875 -0.644228100447813 -0.643325355274378 -0.7599027315 -0.02093385494625 -0.0814956428466875 0.0835641671735937 -0.739433881134375 -0.779805813125 -0.672342799446875 -0.097467470660875 -0.0400440800285312 -0.054168655098125 -0.70071578984625 -0.81912305528125 -0.747348642 -0.556202509521562 -0.574086516334375 -0.556202509521562 -0.574086516334375 -0.66103132603125 -0.642353109705625 -0.660970634034375 -0.723792012294687 -0.77603505009375 -0.7978400458125 -0.609383088249687 -0.569541878475625 -0.698438248171875 -0.563189865778125 -0.556706515084063 -0.68989996546875 -0.663221354974687 -0.663747666449375 -0.750459225875 -0.65676731287375 -0.64541237050125 -0.76830556740625 -0.667023050653125 -0.776999948375 -0.656880995815625 -0.763060974890625 -0.783746526 -0.70838608734375 -0.586789573819062 -0.634089845850938 -0.64377394851875 -0.643910705995625 -0.74345450146875 -0.75870045195625 -0.80350103315625 -0.804835011625
"15" 13 "LAYING" 6 0.277461965749235 -0.0168882487598315 -0.111658410370948 -0.611224266917431 -0.577147800842813 -0.638788870519878 0.594186103914373 0.0268280817278287 0.132434644115596 -0.973221608379205 -0.970946087981651 -0.957437177859327 0.0767519762929664 0.00574023955944648 -0.00537101098715596 -0.656065974612844 -0.626815068889449 -0.752169975963303 -0.0646292198816208 -0.0534537686129664 0.114908714952905 -0.764611793299694 -0.773075492201835 -0.627072778351682 -0.0884965120085535 -0.0462410765397248 -0.0600099897590214 -0.793311496238532 -0.813110801620795 -0.750320818807339 -0.573754346174618 -0.632371683070336 -0.573754346174618 -0.632371683070336 -0.657682654396024 -0.650767727096024 -0.651497074853517 -0.719190473430581 -0.796254138287462 -0.812451754758716 -0.634588162420795 -0.589457041074924 -0.674988792348624 -0.604024189544343 -0.599088239131498 -0.649372292269113 -0.672131389863914 -0.6496103799263 -0.734999074180428 -0.670231291299694 -0.627703547151376 -0.767974908685015 -0.733278026103976 -0.765379658094495 -0.659842682143731 -0.776604661779816 -0.780905705810398 -0.653456853116208 -0.619496218574924 -0.697888485610703 -0.642287745177064 -0.66413289481529 -0.75474436382263 -0.745833202510703 -0.812953436131499 -0.825135647470948
"16" 14 "WALKING_UPSTAIRS" 2 0.268045770736842 -0.0171462740615789 -0.108408415956037 -0.633576439371517 -0.40107656671548 -0.653522559095975 0.608514634182662 -0.000833762430340558 0.110851738206099 -0.957622652414861 -0.953471307770898 -0.942059191504644 0.0807530551956656 0.00292636528563467 -0.00358347956459133 -0.652487041943344 -0.541936973371517 -0.756826982990712 -0.0302338943934675 -0.072218318429257 0.0854876918410526 -0.694967022678019 -0.605347694824458 -0.574849641952941 -0.0901715975058824 -0.044011081020743 -0.0543374018681115 -0.709100053348297 -0.701754644764706 -0.661428501276161 -0.547534145289399 -0.593395763650155 -0.547534145289399 -0.593395763650155 -0.63971830720805 -0.606138452085232 -0.551340390320743 -0.600952726176718 -0.703286404346749 -0.695428373549226 -0.638533389407121 -0.448840867086687 -0.678713757295356 -0.632954782675604 -0.415524032051393 -0.667479729195046 -0.67335314028461 -0.57071513262291 -0.741841606473684 -0.662066879360991 -0.541639710922477 -0.770405413687307 -0.640927616231579 -0.618409078963065 -0.5575149794613 -0.713577149860681 -0.601450068731579 -0.620921839537152 -0.578474479347059 -0.667902981595356 -0.602188996809412 -0.614443452854675 -0.627068592708421 -0.653759978065016 -0.706774961471889 -0.702654896454489
"17" 15 "WALKING_UPSTAIRS" 2 0.276386133210366 -0.017450182516 -0.107231086685976 -0.724585502324695 -0.633817569223476 -0.698902608801829 0.646358134298781 0.0935822681768293 0.114006858872317 -0.975394538445122 -0.963909573231707 -0.954973032987805 0.0750499286213415 0.00511400619349695 -0.00508265230731707 -0.770711755381098 -0.732050857875 -0.790041672667683 -0.0184176244786585 -0.0847859862585366 0.0862364582993903 -0.814831818628049 -0.770233790982896 -0.71160449565122 -0.107669109408262 -0.0377037274384146 -0.0561382803170732 -0.801479435281707 -0.816154333079268 -0.805574290966463 -0.672898095867988 -0.709705378898476 -0.672898095867988 -0.709705378898476 -0.755420622689024 -0.739424133384146 -0.710925530125 -0.770016908847561 -0.812174813780488 -0.819365248536585 -0.747257840718293 -0.667866461613232 -0.723055381952134 -0.716801927144573 -0.640487590673476 -0.709980424576219 -0.784202826773781 -0.748454934476524 -0.77906603477439 -0.777756322459756 -0.732562131661585 -0.799586277079268 -0.768344333676829 -0.772050107640549 -0.720084370835366 -0.830240621158537 -0.771779386853659 -0.736182543945122 -0.711251051371037 -0.754217744933841 -0.744344606996341 -0.735301181887195 -0.781261235966463 -0.803776528140244 -0.820890990640244 -0.830418796158537
"18" 16 "WALKING_UPSTAIRS" 2 0.267870012874317 -0.0190320912704918 -0.109263929137978 -0.549097005270492 -0.373602069447541 -0.508890476919672 0.759136468103825 -0.0657894416967213 0.0496889973169399 -0.962442552814208 -0.950029182153005 -0.931770983308743 0.0832325840732241 0.00993037770174863 -0.0111987399993333 -0.556093861906284 -0.483299589201639 -0.691474249098361 -0.0275761524792623 -0.0765145531540984 0.087221753993306 -0.678601757327869 -0.525525791953689 -0.598555295964481 -0.0926790765915301 -0.0380383045822404 -0.0510758747038251 -0.632595838592896 -0.655825394243169 -0.681037129185519 -0.460997798152732 -0.498482352704918 -0.460997798152732 -0.498482352704918 -0.55727505610929 -0.524106775964317 -0.50163837087541 -0.539964702346448 -0.658227789617486 -0.660302935204918 -0.552400532215574 -0.409104414657213 -0.570909622587432 -0.549795659396994 -0.396606950686694 -0.517999326965027 -0.578508409289372 -0.520343721777434 -0.66782853931694 -0.572716023907377 -0.478088846803771 -0.713698941142077 -0.60862663830082 -0.548514663604918 -0.56931355947459 -0.702182019915301 -0.518920584989344 -0.646626247896175 -0.484396989430383 -0.58777777720765 -0.518092185780219 -0.535628359619262 -0.567795613145355 -0.603691682781421 -0.66108005960847 -0.684043953202186
"19" 17 "WALKING_DOWNSTAIRS" 3 0.274215554147493 -0.016551468079528 -0.104998580169091 -0.611042805038348 -0.482735209797345 -0.635888052849558 0.708037837905605 -0.0222802033605015 0.0568938750026549 -0.967841061297935 -0.947459555044248 -0.92747676120944 0.0741162868298525 0.0125744029610619 -0.00580553357242035 -0.618200452337463 -0.555605041080531 -0.779843807433628 -0.0311609701812684 -0.0729910976056047 0.0917209917152212 -0.707749422671681 -0.72294544460472 -0.693862391158997 -0.0988617483749263 -0.0416967175333333 -0.0505900753212389 -0.695483709837758 -0.813729720410029 -0.733744527560472 -0.55243248352767 -0.57802799969587 -0.55243248352767 -0.57802799969587 -0.636655331669912 -0.593507352677581 -0.627180592640118 -0.660045136368732 -0.767284541651917 -0.785386478023599 -0.607289573083481 -0.501520552523009 -0.685529023076696 -0.613774472669616 -0.50706525740413 -0.640664143684366 -0.628283754645723 -0.58101012281944 -0.763016055132743 -0.642507254991947 -0.558817466264631 -0.795407046460177 -0.648719825249263 -0.741460185244838 -0.654483514238348 -0.728199363367257 -0.716704136911504 -0.736972756165192 -0.564636147550147 -0.652918747859882 -0.586825983822419 -0.606801467105192 -0.698007191422419 -0.696147013690265 -0.789375474244838 -0.796574534277286
"20" 17 "WALKING_UPSTAIRS" 2 0.260912531724138 -0.0173368135034483 -0.10873396362069 -0.231104627066517 0.0514671444793103 -0.139767235231034 0.901647699655172 -0.340868138965517 -0.101953714896552 -0.951997392758621 -0.941837891724138 -0.924128465172414 0.0476561521517241 0.0359573145206897 -0.00119877679310345 -0.233298389 -0.201244391127586 -0.557372286206897 0.0682291295344828 -0.176435462551724 0.0558573189482759 -0.503182784482759 -0.00513154438965517 -0.366011098344828 -0.0967284161975862 -0.0407492757482759 -0.03685525703 -0.479142470241379 -0.388111421965517 -0.478886543448276 -0.0834013587586207 -0.197335996837931 -0.0834013587586207 -0.197335996837931 -0.281633971413793 -0.249369383968966 -0.102367505586207 -0.155067336344828 -0.415126650586207 -0.450505784172414 -0.220738155034483 -0.0565726981965517 -0.373372258275862 -0.23766834047931 0.0333814607034483 -0.10344851422069 -0.272626218872414 -0.247833162413793 -0.527503116896552 -0.260948831655172 -0.204608095675862 -0.585334252413793 -0.422411312758621 -0.173218557065517 -0.295946574689655 -0.53233474862069 0.0628157120689655 -0.44995844862069 -0.173603392896552 -0.338764836551724 -0.212225798586207 -0.30507267307931 -0.233262413551724 -0.258000887931034 -0.439368200103448 -0.506276512482759
"21" 18 "LAYING" 6 0.27817025967033 -0.0190408993832692 -0.109177557142308 -0.650231403487912 -0.576771657691209 -0.690710490027473 0.60996746032967 -0.141045670857143 -0.0437026709123626 -0.974219378489011 -0.961262282252747 -0.948715260521978 0.0828921084563187 0.0139680451924725 0.000581288727950549 -0.682468231895055 -0.653532479717033 -0.802136361373626 -0.0633932101768407 -0.0478935027540082 0.100497485026099 -0.743246442817582 -0.743328516634615 -0.676255727439286 -0.0878799805626374 -0.0448383824558517 -0.0603963405659066 -0.722213610258242 -0.82539772489011 -0.769688587362637 -0.612572282342033 -0.638720840514011 -0.612572282342033 -0.638720840514011 -0.691068049159341 -0.689392569246429 -0.653024916083517 -0.712822669109066 -0.790245179714286 -0.80567202 -0.656245891835165 -0.587690554203846 -0.719120971766483 -0.648661373021978 -0.598228590751044 -0.700762836565934 -0.689085438078846 -0.672820035588187 -0.780884462107143 -0.704736829260989 -0.656452323718956 -0.822356413736264 -0.677242261043956 -0.748870670851648 -0.677024884649176 -0.765019158269231 -0.742987925302198 -0.70709287893956 -0.631399956793956 -0.699594117041484 -0.678033124872802 -0.706841493623626 -0.739045879259341 -0.74580892757967 -0.807115508296703 -0.817989017225275
"22" 19 "WALKING_DOWNSTAIRS" 3 0.277915974447222 -0.0169498465682861 -0.106563550724167 -0.525963482120278 -0.411626125929167 -0.645285364147222 0.733486746388889 0.0468140462236111 0.0713581666138531 -0.964685310194444 -0.940156437669444 -0.940421027166667 0.0779925519113889 0.00584253768644445 0.000744547553038889 -0.591295367650833 -0.519762929511389 -0.791323069805556 -0.020262434937 -0.0812994757725 0.0802339301127778 -0.706006353441667 -0.714327811944444 -0.622247124025 -0.104816991448611 -0.0488249047780556 -0.0499056964894444 -0.670536334752778 -0.787641380722222 -0.591374758575556 -0.4756520827565 -0.535507128346111 -0.4756520827565 -0.535507128346111 -0.603803142977778 -0.599970985597778 -0.605696639565 -0.663577195099722 -0.72108384275 -0.749112519166667 -0.5687142625425 -0.4515223554175 -0.699174204111111 -0.511379190395 -0.42929632003 -0.646070907322222 -0.618152717762778 -0.559820313985944 -0.775358421388889 -0.600105557640556 -0.508672787195881 -0.805787949694444 -0.635435672765556 -0.7270449615 -0.557574213146028 -0.729772344166667 -0.710040673333333 -0.681765022166667 -0.540161842811111 -0.606880878490556 -0.586035604114833 -0.621738616563889 -0.683531198478889 -0.710775388123333 -0.761861018138889 -0.751693209333333
"23" 20 "LAYING" 6 0.278346782850282 -0.0187775560463842 -0.109270932524576 -0.567803963207627 -0.587786685412458 -0.599286999662994 0.688294306892655 0.104437975371751 0.196140386926667 -0.972629364887006 -0.963814183587571 -0.93980077039548 0.0768505747543503 0.00916049865299435 -0.00311643827708757 -0.616899906187655 -0.627623476999943 -0.788749183841808 -0.013772933573178 -0.085505182561017 0.0895998795638136 -0.728706722457345 -0.631627862646893 -0.70027687580791 -0.100232369060989 -0.045934347654661 -0.0536863401183616 -0.729695089389831 -0.849340081638418 -0.766228225056497 -0.545798535267514 -0.571637473916102 -0.545798535267514 -0.571637473916102 -0.657453522222599 -0.614487210488136 -0.593703210013898 -0.650173996321186 -0.797365849858757 -0.836122848079096 -0.572713381915339 -0.577778607332203 -0.672739814265537 -0.566565185222881 -0.620632306087373 -0.596133129444068 -0.622738492130791 -0.63391905805226 -0.76256791220339 -0.646312104700282 -0.647591491637006 -0.81423663779661 -0.678028711919209 -0.730427241666667 -0.679549709138418 -0.747070767676554 -0.587183659900847 -0.735618965781356 -0.581040216311864 -0.633510518821751 -0.602667609249633 -0.632224979966949 -0.717789368967797 -0.668835688341045 -0.836136389491525 -0.848121683050847
"24" 21 "WALKING_DOWNSTAIRS" 3 0.27163125485049 -0.0173979936092157 -0.114252434389706 -0.55477043840299 -0.43200089946473 -0.636934021482059 0.647345291985294 0.027573580789951 0.0610153199538235 -0.957749719387255 -0.952270123946078 -0.934909927892157 0.0834701649253186 0.00360147292041667 -0.0052052374620098 -0.581709453444118 -0.506292166531593 -0.725418757611961 -0.0394602741276225 -0.0748237069862745 0.0945729803333088 -0.686595742042892 -0.645713468754902 -0.633383794529657 -0.086070617423848 -0.0454682432506373 -0.053417738927451 -0.589119267134804 -0.687639132909314 -0.592737130857206 -0.501666733525466 -0.518967411747794 -0.501666733525466 -0.518967411747794 -0.585716189901961 -0.534935268757108 -0.584690294808922 -0.601920788678186 -0.652872834811275 -0.657981879212157 -0.556753454563725 -0.451832769010049 -0.660057247614461 -0.555728150594142 -0.458399706570024 -0.654959935518897 -0.598106396913971 -0.549024636599755 -0.708547330841422 -0.602613810845853 -0.493159460630882 -0.740953685938235 -0.58092606343799 -0.638470141661765 -0.563468587008824 -0.722034840321814 -0.654194816936274 -0.694924510375 -0.511944217141274 -0.599050501284314 -0.52809552471348 -0.546799801123872 -0.605938393417157 -0.672046730664706 -0.667113603446078 -0.670563020760613
"25" 22 "SITTING" 4 0.275790108636364 -0.0270513799227273 -0.108431760772727 -0.0884413851272727 0.344936404090909 0.0499478870454545 0.928599431818182 -0.267666269545455 -0.00449302606 -0.936808003181818 -0.938942489090909 -0.876327971363636 0.130026364772727 -0.0365970105 -0.0721786628181818 -0.0125438266818182 0.150417475090909 -0.265291321409091 0.123157628909091 -0.204782590909091 0.0602770637136364 -0.265276071736364 0.0732039193409091 -0.0980170006818182 -0.0886803054545455 -0.0326192793636364 -0.0642234609090909 -0.231658013840909 -0.242028148047273 -0.341564405454545 0.125857196909091 -0.0932907528636364 0.125857196909091 -0.0932907528636364 0.0347280871818182 -0.0273066028363636 0.131910703759091 -0.0204029614681818 -0.243537093 -0.309459283181818 -0.0274025920454545 0.325324041636364 -0.00432984240909091 -0.115771514377273 0.268359949363636 -0.0143055846363636 -0.0159240746818182 0.0972015001818182 -0.184147294863636 -0.102089876795455 0.129669720681818 -0.346820606272727 -0.101117813909091 0.0793889371772727 -0.0396906502590909 -0.319743933818182 0.0559753748181818 -0.204799442836364 0.0449422696363636 -0.324199879772727 0.0622310375909091 -0.164248796272727 -0.0438791435909091 -0.181433736568182 -0.263398197318182 -0.427148922045455
"26" 22 "WALKING_DOWNSTAIRS" 3 0.273020565491639 -0.0178915009534114 -0.113244089707692 -0.541303536312375 -0.468931658349498 -0.49546488536505 0.686943705284281 0.0180484720377926 0.051114086759612 -0.960326807006689 -0.95327841158194 -0.929756190936455 0.0773840504521739 0.0041114753758194 -0.00587310393043478 -0.573539313287458 -0.55800390907592 -0.682675807494983 -0.055772456679398 -0.0586889883485284 0.0981297937063545 -0.633923169602007 -0.624224310339799 -0.634441988341137 -0.0959218143863746 -0.0378197129136789 -0.0633864359524415 -0.666514603592642 -0.671694574926087 -0.720827117852843 -0.48177845977893 -0.488699540407458 -0.48177845977893 -0.488699540407458 -0.586927436853946 -0.530924094385619 -0.5270034913301 -0.575117222565552 -0.690232613150502 -0.663124826331773 -0.55391560415485 -0.490134359088963 -0.555322541029866 -0.53727207709398 -0.492226632217391 -0.504568136947492 -0.596630528100669 -0.586236663044381 -0.658668207470167 -0.588219836167224 -0.557669735274916 -0.7053708499699 -0.591898845480936 -0.610819828738796 -0.619691117389064 -0.650335896879599 -0.637798476362876 -0.674971258404682 -0.486145152337793 -0.571652579944482 -0.528944393027157 -0.538065781935786 -0.605328639727993 -0.631158877046823 -0.666798686743712 -0.683371385258194
"27" 23 "SITTING" 4 0.27242353441129 -0.0186556633091935 -0.107550115277419 -0.646902815062097 -0.506586428142742 -0.608158727988172 0.687308257768817 0.0423871972925806 0.111388957355376 -0.963860839129032 -0.954379645376344 -0.941321501698925 0.0825296724073118 0.0054158589407043 -0.00892997657354839 -0.673580857052151 -0.615272447895699 -0.777570271734409 -0.0216169465037903 -0.0746397858876344 0.0734465339575269 -0.754233681346774 -0.693095426162097 -0.635487765684409 -0.0974223720715054 -0.0464109881876882 -0.0505258728869624 -0.788273873521505 -0.806851804930538 -0.779593018354839 -0.569871177121774 -0.640981020577151 -0.569871177121774 -0.640981020577151 -0.662796276435968 -0.676695921465054 -0.612005084293441 -0.692519825117473 -0.790111411021505 -0.825161881174731 -0.663944489900269 -0.540339882502688 -0.678159450815323 -0.642061903167204 -0.521715410383871 -0.604533764228226 -0.688463725626344 -0.637255275428495 -0.760341828180914 -0.68788849094086 -0.618391945750538 -0.793836063147849 -0.722393160973118 -0.723833286934946 -0.646466540129839 -0.766118578819892 -0.681815351255645 -0.666791856422043 -0.623256717663441 -0.709059306978763 -0.654864331288978 -0.709624167145161 -0.735516910568817 -0.719176053973118 -0.818366267801344 -0.847123889932796
"28" 24 "LAYING" 6 0.276307873371391 -0.0175890542523097 -0.105917381298425 -0.613987174603675 -0.516793034320997 -0.520493964211864 0.695396578871391 0.0518814348234698 0.184976085670073 -0.974203043937008 -0.952079839816273 -0.929271162388451 0.0734409698889764 0.00725733724942257 -0.000503527404233596 -0.677513956481627 -0.659188907153543 -0.780728549186352 -0.0354225401089501 -0.0714741786010499 0.0832431765889239 -0.669493436706037 -0.536748420865879 -0.58789904883727 -0.0926251297585302 -0.0413722181111286 -0.0493049757260367 -0.779610569816273 -0.798036606036745 -0.762191331076115 -0.535909579244331 -0.586247440513648 -0.535909579244331 -0.586247440513648 -0.695641347088189 -0.657467029973228 -0.507727983306063 -0.571828091918635 -0.784876854776903 -0.809575827611549 -0.633888771623097 -0.556445983588714 -0.633379396595801 -0.607280877474331 -0.529118304606562 -0.50432429674 -0.683859271189764 -0.670159077981102 -0.754438302808399 -0.700473217776903 -0.671074437349081 -0.806341922545932 -0.665896325179265 -0.628170770531785 -0.61398696923622 -0.675315920854777 -0.493825266759055 -0.618491878396325 -0.598560031046457 -0.644862006568635 -0.654793903537533 -0.663164971616745 -0.668103321327113 -0.587306169670341 -0.810456373674541 -0.82206191343832
"29" 25 "SITTING" 4 0.27088797898533 -0.0173289751240098 -0.102593436769046 -0.553241495389242 -0.352323779904988 -0.378399202738068 0.688887718036675 -0.0823672275215159 -0.0858672154621027 -0.948825653545232 -0.944880899770171 -0.924411407726161 0.0784127907931051 0.00469921324680196 -0.00432880814760636 -0.603808764111149 -0.537876679162347 -0.695230973809242 -0.0213047474322005 -0.08051944129511 0.0731551199905244 -0.705797548153301 -0.466921123920416 -0.455227490240098 -0.095110495396643 -0.0443051841432494 -0.0446678393948411 -0.758110200929095 -0.737731612156479 -0.657568568471394 -0.429912298269682 -0.467587979649389 -0.429912298269682 -0.467587979649389 -0.590101324705134 -0.576220030818802 -0.449082878853521 -0.519174448740831 -0.719706764173594 -0.755165599293399 -0.570886005654523 -0.418254391781565 -0.511290711672372 -0.547652660783252 -0.362145192351589 -0.361630426307311 -0.621036092920049 -0.557785762004157 -0.661601944783619 -0.621745013225917 -0.548083252572861 -0.728103999068704 -0.672180847784841 -0.567853712105379 -0.480748582232763 -0.718788505146699 -0.419807043937824 -0.499763943046944 -0.479675038663081 -0.545288532932029 -0.570010385185941 -0.587440302520782 -0.589589591188998 -0.557465823488802 -0.748766338587677 -0.782160443709046
"30" 26 "SITTING" 4 0.279343552589286 -0.0155673602379847 -0.108357862581633 -0.600924681641071 -0.50768903209074 -0.679743447293367 0.717547973204082 0.0538676560943878 -0.011569967921352 -0.966410051964286 -0.955582046096939 -0.94002305847449 0.0761934408107143 0.00591851209874235 -0.00809965011325255 -0.660585075760204 -0.63144498623926 -0.823962815357143 -0.0238097136508418 -0.0803161934452041 0.0830539552520408 -0.721363193262755 -0.692606169323469 -0.700003070153061 -0.0979677332362245 -0.0453570885994133 -0.0568401732272959 -0.758771894795918 -0.848313058443877 -0.801642150438776 -0.553145825898367 -0.583053680305459 -0.553145825898367 -0.583053680305459 -0.680879910255536 -0.658697544725255 -0.620815525365051 -0.669410305728827 -0.810372966954337 -0.837966542959184 -0.624352129086735 -0.542875138447219 -0.729153438505102 -0.592891548305102 -0.521966098435077 -0.680911420579082 -0.677719857118878 -0.64448125591301 -0.80427175965051 -0.673252443674617 -0.642725535143189 -0.842605328469388 -0.692254583805867 -0.748641581402423 -0.70481435282398 -0.732604732862245 -0.666217234296429 -0.727454880612245 -0.592855382399617 -0.643715345423469 -0.647485400235459 -0.676440636632653 -0.726589721928571 -0.69019811002551 -0.836481599464286 -0.85208048934949
"31" 27 "SITTING" 4 0.276215980710106 -0.0166765448101862 -0.110817343361702 -0.678454563955585 -0.661327781246808 -0.622139273998138 0.703976440220745 -0.0590459221010638 0.0228487836143617 -0.974739915691489 -0.966666733484043 -0.953756060718085 0.0781118026029255 0.00935994232268351 0.000239933272327128 -0.735259791648936 -0.742478944132979 -0.774828148758245 -0.012504343696383 -0.0720424789026596 0.0734389077393617 -0.804782954308511 -0.818191184574468 -0.746988951579787 -0.107070179976755 -0.0413566785963032 -0.0540142057711968 -0.862225731196808 -0.873351473218085 -0.841845656861702 -0.630200146413271 -0.677494047047872 -0.630200146413271 -0.677494047047872 -0.732980991723404 -0.727940126210904 -0.727366948191489 -0.794173577632979 -0.864382688590426 -0.878630319441489 -0.709926679327394 -0.681560557255745 -0.674351163954043 -0.667674018673883 -0.673056908099734 -0.624734077798936 -0.751614322978723 -0.75564959675 -0.759697380215426 -0.741975949868032 -0.745738422464362 -0.788606118393617 -0.795496634535638 -0.823237883244681 -0.765155544946808 -0.810034739255319 -0.817784347446809 -0.765589707859043 -0.679775144702926 -0.727053021521543 -0.721516988634176 -0.737986634041755 -0.825041374468085 -0.810680697521277 -0.876637152952128 -0.89003803337766
